CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,SG_UF_ESC,MED,rank,NO_ESCOLA
35154775,3548807,SAO CAETANO DO SUL,SP,707.99,34,VILLARE COLEGIO
29342880,2910800,FEIRA DE SANTANA,BA,707.79,35,COLEGIO HELYOS
53056000,5300108,BRASILIA,DF,707.78,36,COL OLIMPO
33135371,3304557,RIO DE JANEIRO,RJ,707.63,37,COLEGIO CRUZEIRO - JACAREPAGUA
35301279,3510609,CARAPICUIBA,SP,706.2,38,COLEGIO ANGLO LEONARDO DA VINCI
43121926,4316907,SANTA MARIA,RS,705.52,39,UFSM - COLEGIO POLITECNICO DA UNIVERSIDADE FEDERAL SANTA MARIA
22023658,2211001,TERESINA,PI,705.46,40,EDUCANDARIO SANTA MARIA GORETTI
31333921,3144805,NOVA LIMA,MG,703.94,41,COLEGIO SANTO AGOSTINHO UNIDADE NOVA LIMA
31006238,3106200,BELO HORIZONTE,MG,703.51,42,COLEGIO LOYOLA
26534711,2611606,RECIFE,PE,702.94,43,COLEGIO COGNITIVO
33040516,3303906,PETROPOLIS,RJ,702.1,44,COLEGIO IPIRANGA
52068986,5208707,GOIANIA,GO,702.04,45,COLEGIO WR
31004031,3106200,BELO HORIZONTE,MG,701.65,46,COLEGIO SANTA MARCELINA
26136473,2611606,RECIFE,PE,700.96,47,COLEGIO MOTIVO - UNIDADE II
33057206,3303302,NITEROI,RJ,700.54,48,INSTITUTO GAYLUSSAC - ENS FUNDAMENTAL E MEDIO
23272473,2304400,FORTALEZA,CE,700.24,49,FARIAS BRITO SEIS BOCAS COLEGIO
33534225,3300100,ANGRA DOS REIS,RJ,699.3,50,CENTRO DE ENSINO COSAF LTDA
22129529,2211001,TERESINA,PI,698.27,51,CEV COLEGIO UNIDADE JOCKEY
31074373,3136702,JUIZ DE FORA,MG,696.53,52,COLEGIO SANTA CATARINA
33063729,3304557,RIO DE JANEIRO,RJ,695.52,53,COLEGIO SANTO INACIO
31341290,3131703,ITABIRA,MG,695.45,54,C DE EDUC INF FIDE
33322201,3304557,RIO DE JANEIRO,RJ,694.43,55,ESCOLA SESC DE ENSINO MEDIO
35805555,3549904,SAO JOSE DOS CAMPOS,SP,694.3,56,EMBRAER JUAREZ WANDERLEY COLEGIO
53015789,5300108,BRASILIA,DF,693.65,57,COL OLIMPO DE AGUAS CLARAS
33063419,3304557,RIO DE JANEIRO,RJ,693.57,58,COL FRANCO BRASILEIRO
35104985,3550308,SAO PAULO,SP,693.49,59,BANDEIRANTES COLEGIO EFM
35108145,3518800,GUARULHOS,SP,693.39,60,MATER AMABILIS COLEGIO
35136025,3556206,VALINHOS,SP,693.33,61,PORTO SEGURO VISCONDE COLEGIO UNIDADE II
33165920,3303302,NITEROI,RJ,692.37,62,COLEGIO E CURSO PONTO DE ENSINO
31007196,3106200,BELO HORIZONTE,MG,691.65,63,COLEGIO SANTA DOROTEIA
31217123,3106200,BELO HORIZONTE,MG,691.49,64,COLEGUIUM - ENSINO FUNDAMENTAL E MEDIO
52089290,5208707,GOIANIA,GO,691.33,65,COLEGIO MILLENIUM LTDA
23219394,2312908,SOBRAL,CE,691.28,66,CLODOVEU DE ARRUDA CENTRO SOCIAL
33044996,3302007,ITAGUAI,RJ,690.95,67,EDUCANDARIO SAO JOSE DE ITAGUAI
24097004,2408102,NATAL,RN,690.92,68,COLEGIO CIENCIAS APLICADAS
35127985,3550308,SAO PAULO,SP,690.87,69,NOSSA ESCOLA PERDIZES
52086615,5208707,GOIANIA,GO,690.31,70,COLEGIO JAO LTDA
35141586,3552205,SOROCABA,SP,690.18,71,UIRAPURU COLEGIO
35290804,3543402,RIBEIRAO PRETO,SP,689.89,72,SEB COC UNIDADE ALVARES CABRAL
22022481,2211001,TERESINA,PI,689.65,73,ANBEAS - COLEGIO SAGRADO CORACAO DE JESUS
33055866,3303302,NITEROI,RJ,689.27,74,COL MARILIA MATTOSO
33129902,3304557,RIO DE JANEIRO,RJ,689.23,75,COLEGIO INTERNACIONAL EVEREST
31354600,3144805,NOVA LIMA,MG,689.1,76,ESCOLA GLOBAL BILINGUE UNIDADE ALPHAVILLE
33135827,3304557,RIO DE JANEIRO,RJ,689.05,77,COLEGIO E CURSO PONTO DE ENSINO
35103421,3550308,SAO PAULO,SP,688.08,78,LICEU DE ARTES E OFICIOS DE SAO PAULO ESCOLA TECNICA
35130680,3516200,FRANCA,SP,688.04,79,MONTEIRO LOBATO COC FRANCA COLEGIO I
23272333,2304400,FORTALEZA,CE,687.8,80,FARIAS BRITO COLEGIO PRE-VESTIBULAR CENTRAL
33102821,3303401,NOVA FRIBURGO,RJ,687.38,81,CASA ESC ESPACO LIVRE
35442306,3511102,CATANDUVA,SP,687.35,82,OBJETIVO BABY ESCOLA
31006394,3106200,BELO HORIZONTE,MG,687.24,83,COLEGIO MARISTA DOM SILVERIO
35142967,3548708,SAO BERNARDO DO CAMPO,SP,687.12,84,TERMOMECANICA COLEGIO
33098557,3300308,BARRA DO PIRAI,RJ,686.69,85,CENTRO DE ESTUDOS INTEGRADOS
33110034,3304557,RIO DE JANEIRO,RJ,686.64,86,CENTRO EDUCACIONAL ESPACO INTEGRADO
33228604,3304557,RIO DE JANEIRO,RJ,686.62,87,COLEGIO DE A A Z
35104620,3550308,SAO PAULO,SP,685.79,88,SANTA CRUZ COLEGIO
33077029,3304557,RIO DE JANEIRO,RJ,685.73,89,COL BAHIENSE LTDA
35286187,3556206,VALINHOS,SP,685.66,90,ETAPA COLEGIO
35136013,3509502,CAMPINAS,SP,685.61,91,AMERICANA DE CAMPINAS ESCOLA EFM
31327573,3106200,BELO HORIZONTE,MG,685.2,92,ESCOLA MARISTA CHAMPAGNAT DE BELO HORIZONTE
33064040,3304557,RIO DE JANEIRO,RJ,685.18,93,ESCOLA ISRAELITA BRASILEIRA ELIEZER STEINBARG MAX NORDAU
35126998,3550100,SAO MANUEL,SP,684.8,94,HOLUS I COLEGIO
33154970,3304557,RIO DE JANEIRO,RJ,683.82,95,COLEGIO E CURSO PONTO DE ENSINO
26119730,2611606,RECIFE,PE,683.56,96,ESCOLA DE APLICACAO DO RECIFE - FCAP UPE
35105600,3550308,SAO PAULO,SP,683.37,97,SANTO AMERICO COLEGIO
31004359,3106200,BELO HORIZONTE,MG,682.59,98,COLEGIO ESPANHOL SANTA MARIA CIDADE NOVA
35446725,3534401,OSASCO,SP,682.36,99,COLEGIO ANGLO LEONARDO DA VINCI UNIDADE II
33145237,3303401,NOVA FRIBURGO,RJ,682.11,100,COLEGIO SAO JOAO BATISTA NOVA FRIBURGO
29181771,2927408,SALVADOR,BA,682.03,101,COLEGIO ANCHIETA
26181231,2611606,RECIFE,PE,682,102,COLEGIO FAZER CRESCER - ENSINO MEDIO
33143390,3304557,RIO DE JANEIRO,RJ,681.66,103,COLEGIO E CURSO PONTO DE ENSINO
31006157,3106200,BELO HORIZONTE,MG,681.24,104,COLEGIO LOGOSOFICO GONZALEZ PECOTCHE
33153450,3303302,NITEROI,RJ,680.97,105,COLEGIO PH
35463279,3550308,SAO PAULO,SP,680.97,106,VITAL BRAZIL COLEGIO
32040032,3205309,VITORIA,ES,680.01,107,CE LEONARDO DA VINCI
13032020,1302603,MANAUS,AM,679.67,108,LAVINIENSE ENSINO INTEGRADO E CE PINGO DE GENTE
33105405,3304557,RIO DE JANEIRO,RJ,679.26,109,COLEGIO PH
31005614,3106200,BELO HORIZONTE,MG,679.23,110,COLEGIO SANTA MARIA CORACAO EUCARISTICO
23245573,2304400,FORTALEZA,CE,679.09,111,MASTER COLEGIO
35175572,3549904,SAO JOSE DOS CAMPOS,SP,679.03,112,POLIEDRO COLEGIO
31293687,3170701,VARGINHA,MG,678.96,113,COLEGIO MARISTA - VARGINHA
35134806,3550308,SAO PAULO,SP,678.42,114,ETAPA COLEGIO DE EFM
31291030,3106200,BELO HORIZONTE,MG,678.38,115,COLEGIO MILITAR DE BELO HORIZONTE
31018724,3105608,BARBACENA,MG,678.36,116,SESI CENTRO DE ATIVIDADES OSCAR MAGALHAES FERREIRA
35135288,3534401,OSASCO,SP,677.83,117,COLEGIO ANGLO LEONARDO DA VINCI
31245976,3162500,SAO JOAO DEL REI,MG,677.8,118,CENTRO EDUCACIONAL FREI SERAFICO
35173186,3547809,SANTO ANDRE,SP,677.32,119,LICEU JARDIM
35138769,3509502,CAMPINAS,SP,677,120,ASTHER COLEGIO
33036667,3300100,ANGRA DOS REIS,RJ,676.48,121,COLEGIO NAVAL
33063311,3304557,RIO DE JANEIRO,RJ,676.38,122,COL ANDREWS
31260908,3167202,SETE LAGOAS,MG,675.78,123,COL IMPULSO
35112513,3509502,CAMPINAS,SP,675.67,124,PROGRESSO CAMPINEIRO COLEGIO
33148376,3304557,RIO DE JANEIRO,RJ,675.51,125,ESCOLA PARQUE - BARRA
35136931,3550308,SAO PAULO,SP,675.17,126,AGOSTINIANO MENDEL COLEGIO
33064032,3304557,RIO DE JANEIRO,RJ,674.91,127,ESCOLA ALEMA CORCOVADO - EXPERIMENTAL
41132599,4106902,CURITIBA,PR,674.89,128,COLEGIO POSITIVO ENSINO MEDIO - SEDE
31294110,3106200,BELO HORIZONTE,MG,674.82,129,COL MAGNUM AGOSTINIANO BURITIS
33447225,3304557,RIO DE JANEIRO,RJ,674.8,130,COLEGIO DE A A Z
35990012,3550308,SAO PAULO,SP,674.72,131,IFSP - CAMPUS SAO PAULO
21100160,2101202,BACABAL,MA,674.64,132,UEF SENADOR LA ROQUE
31193216,3131307,IPATINGA,MG,674.61,133,ESCOLA EDUCACAO CRIATIVA
35124199,3550308,SAO PAULO,SP,674.33,134,ALBERT SABIN COLEGIO
31229733,3106200,BELO HORIZONTE,MG,674.16,135,COLEGIO FREI ORLANDO ALIPIO DE MELO
33063648,3304557,RIO DE JANEIRO,RJ,673.47,136,COLEGIO SAO VICENTE DE PAULO
35103548,3550308,SAO PAULO,SP,673.43,137,SAO LUIS COLEGIO EIFM
31329762,3127701,GOVERNADOR VALADARES,MG,673.32,138,COL GENOMA
42081599,4208906,JARAGUA DO SUL,SC,673.2,139,IFSC - CAMPUS JARAGUA DO SUL-RAU
33161291,3304557,RIO DE JANEIRO,RJ,672.86,140,CEMP ENSINO MEDIO LTDA
35195005,3505708,BARUERI,SP,672.82,141,COLEGIO ANGLO LEONARDO DA VINCI
33104220,3304557,RIO DE JANEIRO,RJ,672.75,142,RECANTO INF IMACULADA CONCEICAO
33142726,3304557,RIO DE JANEIRO,RJ,672.66,143,COL ISRAELITA BRAS A LIESSIN SCHOLEM ALEICHEM
31257427,3106200,BELO HORIZONTE,MG,672.56,144,CEMAR -CENTRO EDUCACIONAL MARIO RABELO- UNIDADE I
50005405,5002704,CAMPO GRANDE,MS,672.01,145,COLEGIO ALEXANDER FLEMING
33065837,3304557,RIO DE JANEIRO,RJ,671.83,146,ESCOLA PARQUE
35104607,3550308,SAO PAULO,SP,671.52,147,PALMARES COLEGIO EFM
24069191,2408102,NATAL,RN,671.43,148,CENTRO DE EDUCACAO INTEGRADA LTDA - ROMUALDO
26528711,2611606,RECIFE,PE,671.4,149,COLEGIO 17 DE AGOSTO
33478236,3304706,SANTO ANTONIO DE PADUA,RJ,671.16,150,INSTITUTO DE PESQUISAS EDUCACIONAIS LAVAQUIAL LTDA
33066523,3304557,RIO DE JANEIRO,RJ,671.09,151,INSTITUTO DE APLICACAO FERNANDO RODRIGUES DA SILVEIRA CAP-UERJ
31184349,3169901,UBA,MG,671.02,152,COLEGIO LOSANGO DE UBA
31245488,3106200,BELO HORIZONTE,MG,670.94,153,UNIDADE BH - CAMPUS I
31322725,3106200,BELO HORIZONTE,MG,670.94,154,COLEGIO DOM CARLOS STERPI - DOM ORIONE
23334266,2304400,FORTALEZA,CE,670.93,155,FARIAS BRITO PRE VESTIBULAR ALDEOTA
33110328,3304557,RIO DE JANEIRO,RJ,670.67,156,COLEGIO PH
41128249,4106902,CURITIBA,PR,670.51,157,UNIVERSIDADE TECNOLOGICA FEDERAL DO PR
33075425,3304557,RIO DE JANEIRO,RJ,670.41,158,COL PENTAGONO
35803480,3552205,SOROCABA,SP,670,159,SISTEMA EDUCACIONAL CIENCIAS E LETRAS
28032322,2800308,ARACAJU,SE,669.97,160,CENTRO DE EXCELENCIA MASTER
26163039,2611606,RECIFE,PE,669.74,161,COLEGIO GGE
31294471,3136702,JUIZ DE FORA,MG,669.67,162,COLEGIO MILITAR DE JUIZ DE FORA
33065250,3304557,RIO DE JANEIRO,RJ,669.49,163,COL DE APLIC DA UNIV FED DO RIO DE JANEIRO
35144216,3518800,GUARULHOS,SP,669.44,164,T PARTHENON COLEGIO UNIDADE II
31342998,3169307,TRES CORACOES,MG,669.23,165,COLEGIO UNIAO DE ENSINO INFANTIL FUNDAMENTAL E MEDIO - COOPEC TC
53013085,5300108,BRASILIA,DF,668.98,166,COL PODION
29422248,2927408,SALVADOR,BA,668.62,167,COLEGIO ANGLO BRASILEIRO
35287600,3552809,TABOAO DA SERRA,SP,668.46,168,COLEGIO ANGLO LEONARDO DA VINCI
23272430,2304400,FORTALEZA,CE,668.15,169,ARI DE SA CAVALCANTE SEDE ALDEOTA COLEGIO
52098982,5201108,ANAPOLIS,GO,667.89,170,COLEGIO OLIMPO
33111456,3304557,RIO DE JANEIRO,RJ,667.82,171,COLEGIO PH
33166919,3304557,RIO DE JANEIRO,RJ,667.75,172,COLEGIO E CURSO PONTO DE ENSINO
33085897,3304557,RIO DE JANEIRO,RJ,667.41,173,ESC MODELAR CAMBAUBA
35112896,3509502,CAMPINAS,SP,667.22,174,DOM BARRETO COLEGIO
28017943,2800308,ARACAJU,SE,667.07,175,COLEGIO AMADEUS LTDA
33055190,3303302,NITEROI,RJ,667.02,176,ASSOC EDUC MIRAFLORES
23564229,2304103,CRATEUS,CE,666.6,177,IFCE - CAMPUS CRATEUS
13025872,1302603,MANAUS,AM,666.23,178,CENTRO EDUCACIONAL LATO SENSU
33139954,3303302,NITEROI,RJ,666.03,179,ASSOCIACAO EDUCACIONAL SOARES ALMEIDA SC
33249202,3304557,RIO DE JANEIRO,RJ,665.93,180,COLEGIO PH
50030590,5003702,DOURADOS,MS,665.92,181,COLEGIO LUMIERE
31333361,3168705,TIMOTEO,MG,665.84,182,CEFET-MG - UNED TIMOTEO
35112689,3509502,CAMPINAS,SP,665.81,183,COMUNITARIA DE CAMPINAS ESCOLA
31358428,3106200,BELO HORIZONTE,MG,665.58,184,COLEGUIUM - UNIDADE ALIPIO DE MELO
35143406,3550308,SAO PAULO,SP,665.52,185,AUGUSTO LARANJA COLEGIO UNIDADE I
35112773,3509502,CAMPINAS,SP,665.38,186,IMACULADA INSTITUTO EDUCACIONAL
31004197,3106200,BELO HORIZONTE,MG,665.36,187,COL SANTA MARIA FLORESTA
35140727,3507001,BOITUVA,SP,665.32,188,VECTOR COLEGIO DE ENSINO DE 1 GRAU
31321532,3146107,OURO PRETO,MG,665.3,189,COL SINAPSE
33155216,3303302,NITEROI,RJ,664.92,190,CPII - CAMPUS NITEROI
33159645,3304557,RIO DE JANEIRO,RJ,664.92,191,GRUPO EDUCACIONAL MOPI LTDA - UNIDADE INTEGRADO II - TIJUCA
33109923,3304557,RIO DE JANEIRO,RJ,664.71,192,COL BAHIENSE LTDA
32041209,3205309,VITORIA,ES,664.61,193,IFES - CAMPUS VITORIA
15107000,1505536,PARAUAPEBAS,PA,664.5,194,COLEGIO CONEXAO LTDA- ME
31318426,3170206,UBERLANDIA,MG,664.39,195,COLEGIO OLIMPO
35159177,3513009,COTIA,SP,663.81,196,SIDARTA COLEGIO
31268631,3122306,DIVINOPOLIS,MG,663.79,197,CEFET-MG - UNED DIVINOPOLIS
53009541,5300108,BRASILIA,DF,663.74,198,ESC DAS NACOES
32041152,3205309,VITORIA,ES,663.74,199,ESCOLA SAO DOMINGOS
35105648,3550308,SAO PAULO,SP,663.54,200,PORTO SEGURO VISCONDE COLEGIO
52033210,5208707,GOIANIA,GO,663.49,201,COLEGIO AGOSTINIANO NS DE FATIMA
50025759,5002704,CAMPO GRANDE,MS,663.45,202,EEIEFM GENERAL OSORIO
33067643,3304557,RIO DE JANEIRO,RJ,663.41,203,CEFET-RJ - UNIDADE MARACANA
33021660,3303401,NOVA FRIBURGO,RJ,663.41,204,COLEGIO ANCHIETA
35123675,3545209,SALTO,SP,663.39,205,PRUDENTE DE MORAES COLEGIO
31205265,3138203,LAVRAS,MG,663.34,206,INST PRESBITERIANO GAMMON
33148848,3304557,RIO DE JANEIRO,RJ,663.3,207,EDEM
41133153,4106902,CURITIBA,PR,663.16,208,COLEGIO MARISTA SANTA MARIA - EI EF EM
35153163,3547304,SANTANA DE PARNAIBA,SP,663.15,209,PENTAGONO COLEGIO UNIDADE ALPHAVILLE
35910818,3550308,SAO PAULO,SP,663.08,210,SAO PAULO ETEC DE
52083888,5208707,GOIANIA,GO,663.07,211,COLEGIO PROTAGORAS
35140995,3554102,TAUBATE,SP,662.91,212,OBJETIVO JUNIOR COLEGIO
31276057,3169901,UBA,MG,662.74,213,COLEGIO PILAR
22164219,2211001,TERESINA,PI,662.48,214,ESCOLA POPULAR MADRE MARIA VILLAC
33015597,3302403,MACAE,RJ,662.4,215,SOCIEDADE EDUCACIONAL BRUNO OSTMANN LTDA
41135946,4119152,PINHAIS,PR,662.34,216,SUICO-BRASILEIRO DE CURITIBA COL EDUC INF EF MED
35137881,3504107,ATIBAIA,SP,662.18,217,ATIBAIA COLEGIO INTEGRADO DE
33068488,3304557,RIO DE JANEIRO,RJ,662.11,218,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO DE JANEIRO CAMPUS RIO DE JANEIRO
26172860,2611606,RECIFE,PE,661.95,219,GRUPO GENESE DE ENSINO LTDA
35104449,3550308,SAO PAULO,SP,661.94,220,NOSSA SENHORA DAS GRACAS ESCOLA
41376943,4106902,CURITIBA,PR,661.92,221,COLEGIO POSITIVO JARDIM AMBIENTAL EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO
35120285,3550308,SAO PAULO,SP,661.81,222,MIGUEL DE CERVANTES COLEGIO
31014630,3105608,BARBACENA,MG,661.78,223,ESCOLA PREPARATORIA DE CADETES DO AR
35139497,3550308,SAO PAULO,SP,661.75,224,PENTAGONO COLEGIO UNIDADE CAIUBI
41131215,4106902,CURITIBA,PR,661.7,225,COLEGIO MILITAR DE CURITIBA
33064369,3304557,RIO DE JANEIRO,RJ,661.59,226,INST DE TECNOLOGIA ORT
41071921,4104808,CASCAVEL,PR,661.46,227,ALFA AVENIDA C EF M
35155664,3504107,ATIBAIA,SP,661.11,228,CIDADE DE ATIBAIA COLEGIO
43104983,4314902,PORTO ALEGRE,RS,661.07,229,COLEGIO ISRAELITA BRASILEIRO
43172423,4314902,PORTO ALEGRE,RS,661,230,COLEGIO LEONARDO DA VINCI-ALFA
33085846,3304557,RIO DE JANEIRO,RJ,660.91,231,ESC BRETANHA JD INFANCIA TIO CARECA
50030582,5002704,CAMPO GRANDE,MS,660.76,232,COLEGIO BIONATUS
35150022,3530706,MOGI GUACU,SP,660.74,233,MONTEIRO LOBATO COLEGIO
33064776,3304557,RIO DE JANEIRO,RJ,660.62,234,COL SAO PAULO
25120298,2507507,JOAO PESSOA,PB,660.51,235,CENTRO PESSOENSE DE EDUCACAO - COLEGIO MOTIVA
35497009,3550308,SAO PAULO,SP,660.44,236,UNIMOR COLEGIO
33066809,3304557,RIO DE JANEIRO,RJ,660.35,237,COL STA MARCELINA
35449003,3543402,RIBEIRAO PRETO,SP,660.13,238,FAAP RIBEIRAO PRETO COLEGIO
29437261,2910800,FEIRA DE SANTANA,BA,659.99,239,COLEGIO ACESSO
23276606,2304400,FORTALEZA,CE,659.84,240,7 DE SETEMBRO COLEGIO - EGS
33149780,3304557,RIO DE JANEIRO,RJ,659.66,241,SISTEMA ELITE DE ENSINO
41382170,4128104,UMUARAMA,PR,659.14,242,ALFA DE UMUARAMA JD PAINEIRAS E EI EF
31014061,3118601,CONTAGEM,MG,658.83,243,COLEGIO SANTO AGOSTINHO-UNIDADE CONTAGEM
32010800,3201506,COLATINA,ES,658.79,244,IFES - CAMPUS COLATINA
31061999,3132404,ITAJUBA,MG,658.61,245,COL XIX DE MARCO
35144010,3552205,SOROCABA,SP,658.26,246,PORTAL DA COLINA UNIDADE DE CIENCIAS E LETRAS
35922948,3506003,BAURU,SP,658.21,247,COL TEC INDUSTRIAL PROF ISAAC PORTAL ROLDAN UNESP
22027173,2211001,TERESINA,PI,658.2,248,COLEGIO PROCAMPUS
22025715,2211001,TERESINA,PI,658.12,249,COLEGIO OBJETIVO S-S
35104917,3550308,SAO PAULO,SP,658.06,250,SANTA CLARA COLEGIO
33065314,3304557,RIO DE JANEIRO,RJ,657.9,251,COL NOTRE DAME - IPANEMA
29365023,2927408,SALVADOR,BA,657.85,252,COLEGIO OFICINA
28017820,2800308,ARACAJU,SE,657.77,253,COLEGIO DO SALVADOR
52094235,5208707,GOIANIA,GO,657.75,254,COLEGIO OLIMPO
31334049,3167202,SETE LAGOAS,MG,657.66,255,COLEGIO CAETANO DE EDUCACAO INFANTIL ENSINO FUNDAMENTAL ANOS INICIAIS E FINAIS E ENSINO MEDIO
33031371,3304201,RESENDE,RJ,657.49,256,COL DOM BOSCO
33042578,3305802,TERESOPOLIS,RJ,657.46,257,COL SAO PAULO
31309770,3126109,FORMIGA,MG,657.34,258,COLEGIO LOSANGO DE FORMIGA
35115083,3543402,RIBEIRAO PRETO,SP,657.18,259,RESSURREICAO VITA ET PAX COLEGIO
52076229,5201108,ANAPOLIS,GO,657.14,260,COLEGIO DELTA - ANAPOLIS
35154295,3548500,SANTOS,SP,656.85,261,JEAN PIAGET UNIDADE II EEPG
41007514,4128104,UMUARAMA,PR,656.8,262,ALFA DE UMUARAMA C E F M
35373886,3506003,BAURU,SP,656.79,263,DINCAO INSTITUTO DE ENSINO
35045949,3509502,CAMPINAS,SP,656.73,264,CAMPINAS COLEGIO TECNICO DE - UNICAMP
23066814,2304400,FORTALEZA,CE,656.72,265,CECILIA COLEGIO SANTA
35136050,3525904,JUNDIAI,SP,656.71,266,LEONARDO DA VINCI COLEGIO DE ENSINO FUNDAMENTAL E MEDIO
35125222,3507605,BRAGANCA PAULISTA,SP,656.69,267,CIDADE DE BRAGANCA PTA COLEGIO
52097676,5208707,GOIANIA,GO,656.68,268,COLEGIO SIMBIOS
52033295,5208707,GOIANIA,GO,656.57,269,COLEGIO DINAMICO
53012860,5300108,BRASILIA,DF,656.47,270,COL GALOIS
35113086,3523404,ITATIBA,SP,656.41,271,NEXT COLEGIO
33102830,3303401,NOVA FRIBURGO,RJ,656.34,272,EDUCANDARIO MIOSOTIS
31184331,3169901,UBA,MG,656.25,273,COLEGIO SAGRADO CORACAO DE MARIA
31128058,3151800,POCOS DE CALDAS,MG,656.13,274,INSTITUTO EDUCACIONAL SAO JOAO DA ESCOCIA
31074098,3136702,JUIZ DE FORA,MG,656.09,275,COLEGIO DOS JESUITAS
33066698,3304557,RIO DE JANEIRO,RJ,656.07,276,COLEGIO MARISTA SAO JOSE
33447250,3306305,VOLTA REDONDA,RJ,656.05,277,COLEGIO INTERATIVO ENSINO MEDIO
23077557,2304400,FORTALEZA,CE,655.94,278,7 DE SETEMBRO COLEGIO - EBS
35132007,3501608,AMERICANA,SP,655.85,279,ANTARES COLEGIO
42203600,4204202,CHAPECO,SC,655.78,280,COLEGIO TRILINGUE INOVACAO
29195055,2927408,SALVADOR,BA,655.76,281,ESCOLA PAN AMERICANA DA BAHIA
33058164,3303500,NOVA IGUACU,RJ,655.56,282,CENTRO EDUCACIONAL LOGOS
33064628,3304557,RIO DE JANEIRO,RJ,655.55,283,COL BARILAN
22025391,2211001,TERESINA,PI,655.44,284,ESCOLA DOM BOSCO
35135636,3508504,CACAPAVA,SP,655.14,285,CECILIA CACAPAVA CONDE COLEGIO EIPSG
29182646,2927408,SALVADOR,BA,655.12,286,COLEGIO SAO PAULO
43092020,4313300,NOVA PRATA,RS,655.04,287,COLEGIO NOSSA SENHORA APARECIDA
31004952,3106200,BELO HORIZONTE,MG,655.02,288,COL STA MARIA PAMPULHA
33057109,3303302,NITEROI,RJ,654.82,289,COLEGIO LA SALLE ABEL
35125933,3525904,JUNDIAI,SP,654.82,290,INSTITUTO JUNDIAI DE EDUCACAO INFANTIL
35140338,3550308,SAO PAULO,SP,654.74,291,MAGNO COLEGIO
24057134,2408102,NATAL,RN,654.74,292,COLEGIO MARISTA DE NATAL
