CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,SG_UF_ESC,MED,rank
3132206,Itaguara,MG,536.14,191
3534302,Orlândia,SP,536.1,192
4308508,Frederico Westphalen,RS,536,193
3201902,Domingos Martins,ES,535.93,194
3302205,Itaperuna,RJ,535.91,195
2507507,João Pessoa,PB,535.77,196
4300802,Antônio Prado,RS,535.71,197
3119708,Coronel Xavier Chaves,MG,535.71,198
2608909,Limoeiro,PE,535.62,199
3121308,Descoberto,MG,535.62,200
3143401,Monte Sião,MG,535.6,201
3125101,Extrema,MG,535.6,202
2504009,Campina Grande,PB,535.57,203
4301701,Barão de Cotegipe,RS,535.53,204
3554102,Taubaté,SP,535.48,205
3123304,Dores do Turvo,MG,535.45,206
3104205,Arcos,MG,535.36,207
4304804,Carlos Barbosa,RS,535.26,208
3112208,Capela Nova,MG,535.23,209
4314035,Pareci Novo,RS,535.19,210
4204251,Cocal do Sul,SC,535.12,211
3504107,Atibaia,SP,535.1,212
3147600,Passa Quatro,MG,535.04,213
4214805,Rio do Sul,SC,534.85,214
2803906,Malhador,SE,534.79,215
4320404,Serafina Corrêa,RS,534.77,216
4312757,Nova Alvorada,RS,534.76,217
3152709,Prados,MG,534.7,218
3170107,Uberaba,MG,534.67,219
4317905,Santo Cristo,RS,534.55,220
2925204,Pojuca,BA,534.47,221
2402006,Caicó,RN,534.45,222
3111200,Campo Belo,MG,534.39,223
3146107,Ouro Preto,MG,534.38,224
4216602,São José,SC,534.32,225
3115607,Cedro do Abaeté,MG,534.28,226
4318705,São Leopoldo,RS,534.26,227
3303807,Paraty,RJ,534.26,228
4313300,Nova Prata,RS,534.25,229
3118007,Congonhas,MG,534.24,230
3114808,Carvalhos,MG,534.19,231
4215653,Santa Rosa do Sul,SC,534.17,232
3306008,Três Rios,RJ,534.14,233
3503307,Araras,SP,534.12,234
4115853,Mercedes,PR,533.95,235
3301108,Cantagalo,RJ,533.87,236
3505708,Barueri,SP,533.77,237
4320578,Sete de Setembro,RS,533.73,238
3527207,Lorena,SP,533.58,239
4308607,Garibaldi,RS,533.56,240
3139003,Machado,MG,533.52,241
3156106,Ritápolis,MG,533.47,242
3151503,Piumhi,MG,533.34,243
3121902,Divinésia,MG,533.31,244
3523404,Itatiba,SP,533.27,245
3149408,Pedro Teixeira,MG,533.27,246
4208401,Itapiranga,SC,533.22,247
3524808,Jales,SP,533.18,248
3100104,Abadia dos Dourados,MG,533.15,249
4323309,Vila Flores,RS,533.02,250
3520509,Indaiatuba,SP,532.96,251
4301800,Barracão,RS,532.94,252
3137601,Lagoa Santa,MG,532.91,253
4121406,Realeza,PR,532.86,254
3546405,Santa Cruz do Rio Pardo,SP,532.82,255
4302352,Bom Princípio,RS,532.82,256
4321907,Três Passos,RS,532.8,257
3522703,Itápolis,SP,532.78,258
4307005,Erechim,RS,532.77,259
5300108,Brasília,DF,532.72,260
4119905,Ponta Grossa,PR,532.72,261
3128709,Guaxupé,MG,532.67,262
3512308,Conchas,SP,532.66,263
4308706,Gaurama,RS,532.66,264
3504206,Auriflama,SP,532.65,265
4208203,Itajaí,SC,532.61,266
3125200,Fama,MG,532.45,267
3548708,São Bernardo do Campo,SP,532.41,268
3552205,Sorocaba,SP,532.35,269
3504503,Avaré,SP,532.32,270
3552106,Socorro,SP,532.12,271
3133105,Itanhandu,MG,532.05,272
3504008,Assis,SP,531.99,273
3536208,Pariquera-Açu,SP,531.93,274
3515509,Fernandópolis,SP,531.83,275
3302304,Laje do Muriaé,RJ,531.83,276
2408102,Natal,RN,531.79,277
3304524,Rio das Ostras,RJ,531.76,278
4309803,Ibiaçá,RS,531.75,279
3300209,Araruama,RJ,531.71,280
3168903,Tiros,MG,531.65,281
4309555,Harmonia,RS,531.62,282
3305505,Saquarema,RJ,531.56,283
2409407,Pau dos Ferros,RN,531.51,284
3126109,Formiga,MG,531.49,285
4200754,Alto Bela Vista,SC,531.48,286
4317202,Santa Rosa,RS,531.44,287
3143906,Muriaé,MG,531.43,288
3544509,Rubinéia,SP,531.41,289
4127700,Toledo,PR,531.39,290
3530508,Mococa,SP,531.35,291
3205200,Vila Velha,ES,531.3,292
3101409,Albertina,MG,531.23,293
3129004,Guiricema,MG,531.05,294
3546603,Santa Fé do Sul,SP,530.89,295
3115508,Caxambu,MG,530.87,296
3108909,Brazópolis,MG,530.82,297
3536505,Paulínia,SP,530.8,298
3108107,Bonfim,MG,530.79,299
4201208,Antônio Carlos,SC,530.78,300
4300208,Ajuricaba,RS,530.69,301
4213153,Planalto Alegre,SC,530.68,302
3164704,São Sebastião do Paraíso,MG,530.67,303
3507605,Bragança Paulista,SP,530.63,304
4215208,Romelândia,SC,530.63,305
3117801,Conceição dos Ouros,MG,530.58,306
3505203,Bariri,SP,530.55,307
3110400,Camacho,MG,530.51,308
3506102,Bebedouro,SP,530.48,309
3165701,Senador Firmino,MG,530.47,310
3500105,Adamantina,SP,530.44,311
3148103,Patrocínio,MG,530.3,312
4202859,Braço do Trombudo,SC,530.29,313
4303400,Caiçara,RS,530.27,314
3513405,Cruzeiro,SP,530.25,315
3519600,Ibitinga,SP,530.24,316
3531308,Monte Alto,SP,530.15,317
3160900,São Brás do Suaçuí,MG,529.99,318
4217204,São Miguel do Oeste,SC,529.85,319
3124005,Ervália,MG,529.84,320
4206900,Ibirama,SC,529.83,321
4202909,Brusque,SC,529.65,322
4314100,Passo Fundo,RS,529.64,323
3128501,Guarará,MG,529.6,324
3137205,Lagoa da Prata,MG,529.59,325
3530102,Mirandópolis,SP,529.59,326
3149101,Pedralva,MG,529.58,327
4322608,Venâncio Aires,RS,529.55,328
4202008,Balneário Camboriú,SC,529.54,329
4321451,Teutônia,RS,529.45,330
4323770,Westfalia,RS,529.42,331
3550100,São Manuel,SP,529.33,332
3540804,Potirendaba,SP,529.32,333
3553807,Taquarituba,SP,529.28,334
4302220,Boa Vista do Cadeado,RS,529.25,335
3516903,General Salgado,SP,529.24,336
5211909,Jataí,GO,529.14,337
4215802,São Bento do Sul,SC,529.13,338
3550308,São Paulo,SP,529.09,339
3143302,Montes Claros,MG,529.05,340
3105905,Barroso,MG,529.05,341
4307906,Farroupilha,RS,529.05,342
5210000,Inhumas,GO,529.04,343
3300407,Barra Mansa,RJ,529.03,344
3134905,Jacutinga,MG,528.99,345
4320453,Sério,RS,528.94,346
3529302,Matão,SP,528.9,347
3131703,Itabira,MG,528.88,348
4313425,Novo Machado,RS,528.86,349
3118601,Contagem,MG,528.69,350
4303673,Campestre da Serra,RS,528.67,351
4314787,Ponte Preta,RS,528.6,352
4204301,Concórdia,SC,528.52,353
3156304,Rodeiro,MG,528.52,354
3153103,Presidente Bernardes,MG,528.49,355
4215604,Santa Rosa de Lima,SC,528.46,356
3530607,Mogi das Cruzes,SP,528.43,357
4114609,Marechal Cândido Rondon,PR,528.42,358
4310751,Ivorá,RS,528.36,359
5205109,Catalão,GO,528.31,360
3516200,Franca,SP,528.3,361
3139409,Manhuaçu,MG,528.25,362
4201109,Anitápolis,SC,528.08,363
3127370,Goiabeira,MG,528,364
4305959,Cotiporã,RS,527.99,365
3136900,Juruaia,MG,527.97,366
3550605,São Roque,SP,527.96,367
3144201,Nacip Raydan,MG,527.95,368
4305371,Charrua,RS,527.9,369
3111002,Campestre,MG,527.82,370
3124500,Estiva,MG,527.77,371
2304400,Fortaleza,CE,527.76,372
4316501,Salvador do Sul,RS,527.7,373
4316477,Salvador das Missões,RS,527.69,374
3301504,Cordeiro,RJ,527.68,375
3127701,Governador Valadares,MG,527.65,376
4110508,Ipiranga,PR,527.64,377
4322103,Tucunduva,RS,527.64,378
4308201,Flores da Cunha,RS,527.63,379
3507902,Brotas,SP,527.5,380
3147808,Passa-Vinte,MG,527.5,381
3133006,Itamonte,MG,527.46,382
5002704,Campo Grande,MS,527.45,383
3109709,Cachoeira de Minas,MG,527.45,384
3166006,Senhora de Oliveira,MG,527.42,385
3555000,Tupã,SP,527.41,386
4310850,Jaboticaba,RS,527.37,387
4309100,Gramado,RS,527.36,388
4309407,Guaporé,RS,527.34,389
4314548,Pinto Bandeira,RS,527.28,390
3166402,Seritinga,MG,527.27,391
3169000,Tocantins,MG,527.24,392
2609501,Nazaré da Mata,PE,527.23,393
4213500,Porto Belo,SC,527.23,394
3138708,Luminárias,MG,527.01,395
4312658,Não-Me-Toque,RS,526.95,396
3107406,Bom Despacho,MG,526.89,397
4312401,Montenegro,RS,526.88,398
3306206,Vassouras,RJ,526.79,399
3119906,Córrego do Bom Jesus,MG,526.72,400
3115201,Conceição da Barra de Minas,MG,526.7,401
4104808,Cascavel,PR,526.63,402
3531209,Monte Alegre do Sul,SP,526.59,403
3513009,Cotia,SP,526.54,404
3515186,Espírito Santo do Pinhal,SP,526.53,405
3118304,Conselheiro Lafaiete,MG,526.51,406
4120853,Quatro Pontes,PR,526.44,407
3169307,Três Corações,MG,526.36,408
4302204,Boa Vista do Buricá,RS,526.34,409
3302908,Miguel Pereira,RJ,526.3,410
4317954,Santo Expedito do Sul,RS,526.25,411
3524709,Jaguariúna,SP,526.21,412
4106571,Cruzeiro do Iguaçu,PR,526.18,413
4110953,Itaipulândia,PR,526.17,414
4305306,Chapada,RS,526.15,415
4201273,Arabutã,SC,526.14,416
3104908,Baependi,MG,526.13,417
3168507,Teixeiras,MG,526.08,418
3120904,Curvelo,MG,525.97,419
3141207,Matutina,MG,525.96,420
3515400,Fartura,SP,525.92,421
4219309,Videira,SC,525.91,422
3101508,Além Paraíba,MG,525.9,423
3146008,Ouro Fino,MG,525.89,424
3147907,Passos,MG,525.88,425
4312443,Morrinhos do Sul,RS,525.83,426
3302809,Mendes,RJ,525.8,427
3305158,São José do Vale do Rio Preto,RJ,525.77,428
4218202,Timbó,SC,525.75,429
3524105,Ituverava,SP,525.67,430
4207577,Iomerê,SC,525.67,431
4217253,São Pedro de Alcântara,SC,525.67,432
4314498,Pinheirinho do Vale,RS,525.59,433
3156908,Sacramento,MG,525.58,434
3555109,Tupi Paulista,SP,525.58,435
3521150,Ipiguá,SP,525.55,436
4304606,Canoas,RS,525.52,437
3306107,Valença,RJ,525.52,438
4310439,Ipê,RS,525.45,439
3164308,São Roque de Minas,MG,525.42,440
4319802,São Vicente do Sul,RS,525.4,441
3106903,Bicas,MG,525.38,442
4211900,Palhoça,SC,525.37,443
4316972,Santa Margarida do Sul,RS,525.36,444
5201108,Anápolis,GO,525.3,445
4312054,Marques de Souza,RS,525.3,446
3538006,Pindamonhangaba,SP,525.28,447
4307831,Eugênio de Castro,RS,525.24,448
3152105,Ponte Nova,MG,525.21,449
3541406,Presidente Prudente,SP,525.21,450
3145604,Oliveira,MG,525.2,451
3302700,Maricá,RJ,525.18,452
2506301,Guarabira,PB,525.17,453
4321634,Três Arroios,RS,525.14,454
4314407,Pelotas,RS,525.09,455
3160405,Santo Antônio do Monte,MG,525.04,456
3520905,Ipaussu,SP,524.96,457
3109105,Bueno Brandão,MG,524.9,458
4306700,Dona Francisca,RS,524.89,459
2612000,Sairé,PE,524.88,460
3154002,Raul Soares,MG,524.86,461
4200507,Águas de Chapecó,SC,524.75,462
3172202,Wenceslau Braz,MG,524.72,463
3510401,Capivari,SP,524.53,464
3114501,Carmópolis de Minas,MG,524.52,465
3143500,Morada Nova de Minas,MG,524.47,466
3526001,Junqueirópolis,SP,524.46,467
3506508,Birigui,SP,524.45,468
3526506,Lavínia,SP,524.44,469
4125704,São Miguel do Iguaçu,PR,524.33,470
4302600,Braga,RS,524.3,471
3130804,Ingaí,MG,524.3,472
3131901,Itabirito,MG,524.29,473
4300109,Agudo,RS,524.19,474
4319703,São Valentim,RS,524.14,475
4108304,Foz do Iguaçu,PR,524.1,476
4311809,Marau,RS,524.1,477
3534609,Osvaldo Cruz,SP,524.08,478
2933307,Vitória da Conquista,BA,524.04,479
3103108,Antônio Prado de Minas,MG,524.03,480
3201209,Cachoeiro de Itapemirim,ES,524.01,481
4323358,Vila Lângaro,RS,524.01,482
2503100,Cabaceiras,PB,524,483
3149903,Perdões,MG,523.95,484
3535309,Palmital,SP,523.94,485
3514403,Dracena,SP,523.88,486
3502101,Andradina,SP,523.83,487
2919207,Lauro de Freitas,BA,523.79,488
3143807,Munhoz,MG,523.78,489
3553401,Tanabi,SP,523.76,490
4301925,Barra do Rio Azul,RS,523.76,491
3155504,Rio Paranaíba,MG,523.73,492
4104303,Campo Mourão,PR,523.72,493
4309605,Horizontina,RS,523.71,494
3513504,Cubatão,SP,523.65,495
3303609,Paracambi,RJ,523.63,496
3543303,Ribeirão Pires,SP,523.6,497
3114303,Carmo do Paranaíba,MG,523.59,498
3144409,Natércia,MG,523.57,499
3101607,Alfenas,MG,523.53,500
2806008,Ribeirópolis,SE,523.48,501
3144508,Nazareno,MG,523.47,502
3102209,Alvarenga,MG,523.46,503
3503802,Artur Nogueira,SP,523.39,504
4212908,Pinhalzinho,SC,523.38,505
3515202,Estrela d'Oeste,SP,523.38,506
3504602,Bady Bassitt,SP,523.37,507
4201703,Ascurra,SC,523.33,508
3103603,Arantina,MG,523.33,509
4322301,Tuparendi,RS,523.23,510
4318440,São Jorge,RS,523.21,511
2403103,Currais Novos,RN,523.08,512
3505906,Batatais,SP,523.08,513
3526803,Lençóis Paulista,SP,523.05,514
4219507,Xanxerê,SC,523.05,515
3538808,Piraju,SP,523.04,516
4110706,Irati,PR,522.97,517
3527900,Lutécia,SP,522.94,518
4312807,Nova Araçá,RS,522.91,519
4202206,Benedito Novo,SC,522.9,520
3534708,Ourinhos,SP,522.86,521
3542909,Ribeirão Bonito,SP,522.82,522
4208450,Itapoá,SC,522.78,523
3555703,União Paulista,SP,522.77,524
4317509,Santo Ângelo,RS,522.75,525
4313904,Panambi,RS,522.75,526
3137809,Lambari,MG,522.74,527
3107109,Boa Esperança,MG,522.7,528
4316006,Rolante,RS,522.66,529
2927408,Salvador,BA,522.43,530
3119302,Coromandel,MG,522.41,531
3527108,Lins,SP,522.33,532
3551702,Sertãozinho,SP,522.33,533
3121605,Diamantina,MG,522.31,534
4117909,Palotina,PR,522.26,535
2804102,Moita Bonita,SE,522.26,536
5210208,Iporá,GO,522.26,537
3113305,Carangola,MG,522.25,538
3553708,Taquaritinga,SP,522.23,539
2408300,Nova Cruz,RN,522.23,540
3161908,São Gonçalo do Rio Abaixo,MG,522.2,541
3108404,Botelhos,MG,522.18,542
2408003,Mossoró,RN,522.14,543
3547304,Santana de Parnaíba,SP,522.13,544
4120002,Porecatu,PR,522.12,545
4315008,Porto Lucena,RS,522.05,546
3147105,Pará de Minas,MG,522.04,547
3116704,Coimbra,MG,522.04,548
3127404,Gonçalves,MG,522.01,549
4207650,Iporã do Oeste,SC,521.99,550
2510808,Patos,PB,521.97,551
4203204,Camboriú,SC,521.95,552
3533403,Nova Odessa,SP,521.95,553
4304952,Caseiros,RS,521.95,554
4316204,Rondinha,RS,521.94,555
2917508,Jacobina,BA,521.89,556
2511400,Picuí,PB,521.85,557
4206306,Guabiruba,SC,521.85,558
4108403,Francisco Beltrão,PR,521.83,559
4305116,Centenário,RS,521.83,560
3550803,São Sebastião da Grama,SP,521.82,561
3146404,Paineiras,MG,521.81,562
3128808,Guidoval,MG,521.78,563
4315453,Relvado,RS,521.75,564
3111705,Canaã,MG,521.74,565
2611533,Quixaba,PE,521.7,566
3200607,Aracruz,ES,521.67,567
3524402,Jacareí,SP,521.64,568
3159803,Santa Vitória,MG,521.62,569
3159357,Santa Rita de Minas,MG,521.62,570
3149309,Pedro Leopoldo,MG,521.61,571
4218004,Tijucas,SC,521.42,572
3161403,São Francisco do Glória,MG,521.42,573
3522307,Itapetininga,SP,521.41,574
3137403,Lagoa Dourada,MG,521.33,575
4303509,Camaquã,RS,521.31,576
4128104,Umuarama,PR,521.26,577
4319000,São Marcos,RS,521.22,578
4312955,Nova Boa Vista,RS,521.19,579
4302659,Brochier,RS,521.18,580
4106407,Cornélio Procópio,PR,521.11,581
4127205,Terra Boa,PR,521.11,582
2911709,Guanambi,BA,521.07,583
2704302,Maceió,AL,521.05,584
3138674,Luisburgo,MG,521.03,585
1505437,Ourilândia do Norte,PA,521.01,586
4207502,Indaial,SC,520.99,587
3204203,Piúma,ES,520.87,588
4120804,Quatro Barras,PR,520.78,589
3110905,Campanha,MG,520.73,590
3130705,Indianópolis,MG,520.72,591
4314423,Picada Café,RS,520.71,592
4204202,Chapecó,SC,520.66,593
4304705,Carazinho,RS,520.66,594
3533908,Olímpia,SP,520.63,595
3511508,Cerquilho,SP,520.62,596
3143203,Monte Santo de Minas,MG,520.55,597
3300605,Bom Jesus do Itabapoana,RJ,520.55,598
3150604,Piracema,MG,520.55,599
3304904,São Gonçalo,RJ,520.52,600
3530300,Mirassol,SP,520.48,601
3520301,Iguape,SP,520.47,602
4301503,Augusto Pestana,RS,520.46,603
3103306,Aracitaba,MG,520.36,604
4122800,Salgado Filho,PR,520.36,605
3155405,Rio Novo,MG,520.35,606
4306809,Encantado,RS,520.34,607
3534401,Osasco,SP,520.32,608
3131505,Ipuiúna,MG,520.32,609
3508504,Caçapava,SP,520.3,610
3532801,Nova Aliança,SP,520.29,611
2604106,Caruaru,PE,520.28,612
4110656,Iracema do Oeste,PR,520.28,613
4309209,Gravataí,RS,520.25,614
4215703,Santo Amaro da Imperatriz,SC,520.25,615
4308003,Faxinal do Soturno,RS,520.25,616
4305355,Charqueadas,RS,520.24,617
3119401,Coronel Fabriciano,MG,520.24,618
3532603,Nhandeara,SP,520.21,619
2921807,Mortugaba,BA,520.19,620
3105400,Barão de Cocais,MG,520.13,621
3110608,Cambuí,MG,520.11,622
2401008,Apodi,RN,520.1,623
3142304,Moeda,MG,520.08,624
5208905,Goiás,GO,520.05,625
3101904,Alpinópolis,MG,520.03,626
3121407,Desterro de Entre Rios,MG,519.99,627
4315057,Porto Mauá,RS,519.97,628
4214706,Rio dos Cedros,SC,519.96,629
3516705,Garça,SP,519.94,630
4104907,Castro,PR,519.92,631
2512101,Pombal,PB,519.91,632
4109609,Guaratuba,PR,519.87,633
3300100,Angra dos Reis,RJ,519.75,634
5103403,Cuiabá,MT,519.69,635
3165305,São Vicente de Minas,MG,519.67,636
2904605,Brumado,BA,519.65,637
3147709,Passa Tempo,MG,519.63,638
4125506,São José dos Pinhais,PR,519.62,639
5106455,Planalto da Serra,MT,519.59,640
3545001,Salesópolis,SP,519.58,641
3148301,Paula Cândido,MG,519.57,642
3537305,Penápolis,SP,519.55,643
3500501,Águas de Lindóia,SP,519.55,644
3509700,Campos do Jordão,SP,519.53,645
4209458,Lajeado Grande,SC,519.5,646
3548609,São Bento do Sapucaí,SP,519.5,647
3553302,Tambaú,SP,519.48,648
3543501,Riversul,SP,519.45,649
3500709,Agudos,SP,519.37,650
4310405,Independência,RS,519.35,651
4117255,Nova Prata do Iguaçu,PR,519.31,652
3301207,Carmo,RJ,519.24,653
4321501,Torres,RS,519.2,654
3525706,José Bonifácio,SP,519.11,655
4219853,Zortéa,SC,519.09,656
3142106,Miradouro,MG,519.06,657
2211001,Teresina,PI,519.05,658
2931509,Teofilândia,BA,519.03,659
3168200,Tapiraí,MG,518.99,660
2503704,Cajazeiras,PB,518.98,661
4205902,Gaspar,SC,518.97,662
5003702,Dourados,MS,518.94,663
3160702,Santos Dumont,MG,518.92,664
2914802,Itabuna,BA,518.9,665
3549409,São Joaquim da Barra,SP,518.83,666
5221601,Uruaçu,GO,518.8,667
2807105,Simão Dias,SE,518.73,668
4118501,Pato Branco,PR,518.73,669
3300258,Arraial do Cabo,RJ,518.73,670
3533007,Nova Granada,SP,518.73,671
4215406,Salto Veloso,SC,518.68,672
4314308,Pejuçara,RS,518.61,673
3142601,Monsenhor Paulo,MG,518.61,674
4309258,Guabiju,RS,518.61,675
3515657,Fernão,SP,518.59,676
4304408,Canela,RS,518.55,677
4117222,Nova Santa Rosa,PR,518.55,678
3554003,Tatuí,SP,518.54,679
4122404,Rolândia,PR,518.53,680
2914604,Irecê,BA,518.52,681
3149705,Perdigão,MG,518.51,682
3130200,Igaratinga,MG,518.48,683
3526308,Lagoinha,SP,518.37,684
4311205,Júlio de Castilhos,RS,518.33,685
4312351,Montauri,RS,518.33,686
4109401,Guarapuava,PR,518.32,687
4310652,Itati,RS,518.31,688
4118402,Paranavaí,PR,518.3,689
4209508,Laurentino,SC,518.29,690
4116059,Missal,PR,518.26,691
